lemma,reading,accent_type
奈良,ナラ,1
長崎,ナガサキ,0
静岡,シズオカ,0
千葉,チバ,1
埼玉,サイタマ,0
新宿,シンジュク,1
渋谷,シブヤ,0
池袋,イケブクロ,3
銀座,ギンザ,0
浅草,アサクサ,0
上野,ウエノ,0
品川,シナガワ,0
秋葉原,アキハバラ,4
原宿,ハラジュク,0
六本木,ロッポンギ,4
表参道,オモテサンドー,0
お台場,オダイバ,0
羽田,ハネダ,0
成田,ナリタ,0
駅,エキ,1
空港,クーコー,0
港,ミナト,0
公園,コーエン,0
庭園,テイエン,0
広場,ヒロバ,0
通り,トーリ,1
交差点,コーサテン,3
橋,ハシ,0
坂,サカ,0
山,ヤマ,2
川,カワ,2
海,ウミ,1
島,シマ,0
湖,ミズウミ,3
森,モリ,0
林,ハヤシ,0
公衆トイレ,コーシュートイレ,0
病院,ビョーイン,0
学校,ガッコー,0
大学,ダイガク,0
図書館,トショカン,2
美術館,ビジュツカン,3
博物館,ハクブツカン,4
映画館,エーガカン,0
劇場,ゲキジョー,0
体育館,タイイクカン,4
市役所,シヤクショ,0
区役所,クヤクショ,0
県庁,ケンチョー,0
警察署,ケーサツショ,4
消防署,ショーボーショ,0
郵便局,ユービンキョク,3
銀行,ギンコー,0
ATM,エーティーエム,0
ホテル,ホテル,1
旅館,リョカン,0
レストラン,レストラン,1
カフェ,カフェ,1
喫茶店,キッサテン,0
居酒屋,イザカヤ,0
食堂,ショクドー,0
コンビニ,コンビニ,0
スーパー,スーパー,1
デパート,デパート,1
百貨店,ヒャッカテン,3
商店街,ショーテンガイ,0
市場,イチバ,0
工場,コージョー,0
倉庫,ソーコ,1
事務所,ジムショ,0
会社,カイシャ,0
本社,ホンシャ,1
支社,シシャ,1
店,ミセ,2
家,イエ,2
建物,タテモノ,0
ビル,ビル,1
マンション,マンション,0
アパート,アパート,2
団地,ダンチ,1
神社,ジンジャ,1
寺,テラ,1
教会,キョーカイ,0
城,シロ,0
塔,トー,1
駐車場,チューシャジョー,0
青森,アオモリ,0
岩手,イワテ,0
宮城,ミヤギ,1
秋田,アキタ,0
山形,ヤマガタ,1
福島,フクシマ,0
茨城,イバラキ,0
栃木,トチギ,0
群馬,グンマ,1
山梨,ヤマナシ,0
長野,ナガノ,0
新潟,ニイガタ,0
富山,トヤマ,0
石川,イシカワ,0
福井,フクイ,0
岐阜,ギフ,1
愛知,アイチ,1
三重,ミエ,0
滋賀,シガ,1
兵庫,ヒョーゴ,1
和歌山,ワカヤマ,3
鳥取,トットリ,0
島根,シマネ,0
岡山,オカヤマ,0
山口,ヤマグチ,0
徳島,トクシマ,0
香川,カガワ,0
愛媛,エヒメ,1
高知,コウチ,1
佐賀,サガ,0
熊本,クマモト,0
大分,オオイタ,0
宮崎,ミヤザキ,0
鹿児島,カゴシマ,0
那覇,ナハ,1
函館,ハコダテ,0
小樽,オタル,0
旭川,アサヒカワ,0
釧路,クシロ,0
帯広,オビヒロ,0
北見,キタミ,0
弘前,ヒロサキ,0
盛岡,モリオカ,0
郡山,コオリヤマ,0
水戸,ミト,1
宇都宮,ウツノミヤ,0
前橋,マエバシ,0
高崎,タカサキ,0
川越,カワゴエ,0
浦和,ウラワ,0
大宮,オオミヤ,0
柏,カシワ,0
船橋,フナバシ,0
幕張,マクハリ,0
川崎,カワサキ,0
鎌倉,カマクラ,0
箱根,ハコネ,0
熱海,アタミ,0
浜松,ハママツ,0
沼津,ヌマヅ,0
伊豆,イズ,1
軽井沢,カルイザワ,0
松本,マツモト,0
上高地,カミコウチ,3
金沢,カナザワ,0
高岡,タカオカ,0
白川郷,シラカワゴウ,0
下呂,ゲロ,1
津,ツ,1
彦根,ヒコネ,0
草津,クサツ,0
姫路,ヒメジ,0
尼崎,アマガサキ,0
西宮,ニシノミヤ,0
明石,アカシ,0
有馬,アリマ,0
倉敷,クラシキ,0
尾道,オノミチ,0
呉,クレ,1
下関,シモノセキ,0
高松,タカマツ,0
松山,マツヤマ,0
宇和島,ウワジマ,0
高知市,コウチシ,1
北九州,キタキュウシュウ,5
久留米,クルメ,0
佐世保,サセボ,0
別府,ベップ,0
由布院,ユフイン,0
宮崎市,ミヤザキシ,0
霧島,キリシマ,0
屋久島,ヤクシマ,0
離島,リトウ,0
半島,ハントウ,0
岬,ミサキ,0
湾,ワン,1
入り江,イリエ,0
海岸,カイガン,0
砂浜,スナハマ,0
浜辺,ハマベ,0
波止場,ハトバ,0
埠頭,フトウ,0
河口,カコウ,0
源流,ゲンリュウ,0
渓谷,ケイコク,0
高原,コウゲン,0
平野,ヘイヤ,1
盆地,ボンチ,1
草原,ソウゲン,0
湿原,シツゲン,0
牧場,ボクジョー,0
田んぼ,タンボ,0
田畑,タハタ,0
畑,ハタケ,0
水田,スイデン,0
農場,ノウジョウ,0
果樹園,カジュエン,0
花畑,ハナバタケ,0
遊園地,ユウエンチ,3
動物園,ドウブツエン,4
水族館,スイゾクカン,4
植物園,ショクブツエン,4
展望台,テンボウダイ,0
展望室,テンボウシツ,0
観覧車,カンランシャ,3
球場,キュウジョウ,0
競技場,キョウギジョウ,0
スタジアム,スタジアム,0
プール,プール,1
スケート場,スケートジョウ,0
ゴルフ場,ゴルフジョウ,0
練習場,レンシュウジョウ,0
駐輪場,チュウリンジョウ,0
バスターミナル,バスターミナル,0
バス停,バステイ,0
停留所,テイリュウジョ,0
高速道路,コウソクドウロ,0
一般道,イッパンドウ,0
国道,コクドウ,0
県道,ケンドウ,0
歩道,ホドウ,0
車道,シャドウ,0
横断歩道,オウダンホドウ,5
道路,ドウロ,1
道,ミチ,2
線路,センロ,1
踏切,フミキリ,0
トンネル,トンネル,1
高架下,コウカシタ,0
陸橋,リッキョウ,0
地下道,チカドウ,0
地下街,チカガイ,0
地下鉄駅,チカテツエキ,0
新幹線ホーム,シンカンセンホーム,0
改札口,カイサツグチ,0
切符売り場,キップウリバ,0
待合室,マチアイシツ,0
窓口,マドグチ,0
駅前,エキマエ,0
駅裏,エキウラ,0
ロータリー,ロータリー,1
タクシー乗り場,タクシーノリバ,0
船着き場,フナツキバ,0
桟橋,サンバシ,0
空路,クウロ,1
航路,コウロ,1
滑走路,カッソウロ,0
搭乗口,トウジョウグチ,0
到着口,トウチャクグチ,0
出発口,シュッパツグチ,0
保安検査場,ホアンケンサジョウ,0
入国審査場,ニュウコクシンサジョウ,0
税関,ゼイカン,0
ラウンジ,ラウンジ,1
待機所,タイキジョ,0
宿,ヤド,2
民宿,ミンシュク,0
別荘,ベッソウ,0
温泉街,オンセンガイ,0
宿泊施設,シュクハクシセツ,0
フロント,フロント,1
ロビー,ロビー,1
客室,キャクシツ,0
宴会場,エンカイジョウ,0
大浴場,ダイヨクジョウ,0
露天風呂,ロテンブロ,0
売店,バイテン,0
自販機コーナー,ジハンキコーナー,0
旅先,タビサキ,0
観光地,カンコウチ,3
名所,メイショ,1
旧跡,キュウセキ,0
遺跡,イセキ,1
史跡,シセキ,1
寺社,ジシャ,1
参道,サンドウ,0
本殿,ホンデン,0
境内,ケイダイ,0
鳥居,トリイ,0
鐘楼,ショウロウ,0
楼門,ロウモン,0
城下町,ジョウカマチ,0
天守閣,テンシュカク,0
石垣,イシガキ,0
堀,ホリ,1
茶屋,チャヤ,0
料亭,リョウテイ,0
道の駅,ミチノエキ,0
サービスエリア,サービスエリア,0
パーキングエリア,パーキングエリア,0
休憩所,キュウケイジョ,0
オフィス,オフィス,1
職場,ショクバ,0
現場,ゲンバ,1
部署,ブショ,1
会議室,カイギシツ,3
応接室,オウセツシツ,0
休憩室,キュウケイシツ,0
給湯室,キュウトウシツ,0
更衣室,コウイシツ,0
受付,ウケツケ,0
フロア,フロア,1
デスク周り,デスクマワリ,0
ロッカールーム,ロッカールーム,0
会場,カイジョウ,0
売り場,ウリバ,0
作業場,サギョウバ,0
工事現場,コウジゲンバ,0
建設現場,ケンセツゲンバ,0
倉庫街,ソウコガイ,0
オフィス街,オフィスガイ,0
繁華街,ハンカガイ,0
住宅街,ジュウタクガイ,0
飲食街,インショクガイ,0
歓楽街,カンラクガイ,0
商業施設,ショウギョウシセツ,0
複合施設,フクゴウシセツ,0
公共施設,コウキョウシセツ,0
文化施設,ブンカシセツ,0
教育施設,キョウイクシセツ,0
医療施設,イリョウシセツ,0
福祉施設,フクシシセツ,0
研究施設,ケンキュウシセツ,0
宿泊先,シュクハクサキ,0
会社の外,カイシャノソト,0
無法地帯,ムホウチタイ,0
監獄,カンゴク,0
輪の中,ワノナカ,0
コミュニティ,コミュニティ,1
外側,ソトガワ,0
内側,ウチガワ,0
入口,イリグチ,0
出口,デグチ,0
通路,ツウロ,1
小道,コミチ,0
路地,ロジ,1
抜け道,ヌケミチ,0
坂道,サカミチ,0
近道,チカミチ,0
回り道,マワリミチ,0
一本道,イッポンミチ,0
海沿い,ウミゾイ,0
川沿い,カワゾイ,0
山道,ヤマミチ,0
林道,リンドウ,0
遊歩道,ユウホドウ,0
並木道,ナミキミチ,0
河川敷,カセンジキ,0
土手,ドテ,1
堤防,テイボウ,0
堤,ツツミ,0
河原,カワラ,0
中州,ナカス,0
湖畔,コハン,0
山頂,サンチョウ,0
山腹,サンプク,0
麓,フモト,0
谷底,タニゾコ,0
洞窟,ドウクツ,0
高台,タカダイ,0
低地,テイチ,1
住宅地,ジュウタクチ,0
別宅,ベッタク,0
社宅,シャタク,0
寮,リョウ,1
学生寮,ガクセイリョウ,0
社員寮,シャインリョウ,0
下宿,ゲシュク,0
宿舎,シュクシャ,0
一軒家,イッケンヤ,3
平屋,ヒラヤ,0
古民家,コミンカ,0
長屋,ナガヤ,0
離れ,ハナレ,0
中庭,ナカニワ,0
玄関先,ゲンカンサキ,0
軒下,ノキシタ,0
裏庭,ウラニワ,0
表通り,オモテドオリ,0
裏通り,ウラドオリ,0
商工会館,ショウコウカイカン,0
公民館,コミンカン,3
集会所,シュウカイジョ,0
斎場,サイジョウ,0
葬儀場,ソウギジョウ,0
霊園,レイエン,0
墓地,ボチ,1
火葬場,カソウバ,0
避難所,ヒナンジョ,0
避難場所,ヒナンバショ,0
防災センター,ボウサイセンター,0
交番,コウバン,0
拘置所,コウチショ,0
刑務所,ケイムショ,0
裁判所,サイバンショ,0
検察庁,ケンサツチョウ,0
税務署,ゼイムショ,0
保健所,ホケンジョ,0
保育園,ホイクエン,3
幼稚園,ヨウチエン,3
小学校,ショウガッコウ,3
中学校,チュウガッコウ,3
高校,コウコウ,0
専門学校,センモンガッコウ,5
研究室,ケンキュウシツ,0
実験室,ジッケンシツ,0
音楽室,オンガクシツ,0
図工室,ズコウシツ,0
職員室,ショクインシツ,0
保健室,ホケンシツ,0
体育倉庫,タイイクソウコ,0
購買部,コウバイブ,0
学食,ガクショク,0
講堂,コウドウ,0
キャンパス,キャンパス,1
校庭,コウテイ,0
正門,セイモン,0
裏門,ウラモン,0
千代田区,チヨダク,0
中央区,チュウオウク,3
港区,ミナトク,0
新宿区,シンジュクク,0
文京区,ブンキョウク,3
台東区,タイトウク,0
墨田区,スミダク,0
江東区,コウトウク,0
品川区,シナガワク,0
目黒区,メグロク,0
大田区,オオタク,0
世田谷区,セタガヤク,0
渋谷区,シブヤク,0
中野区,ナカノク,0
杉並区,スギナミク,0
豊島区,トシマク,0
北区,キタク,0
荒川区,アラカワク,0
板橋区,イタバシク,0
練馬区,ネリマク,0
足立区,アダチク,0
葛飾区,カツシカク,0
江戸川区,エドガワク,0
八王子,ハチオウジ,3
立川,タチカワ,0
町田,マチダ,0
三鷹,ミタカ,0
武蔵野,ムサシノ,0
吉祥寺,キチジョウジ,3
調布,チョウフ,1
府中,フチュウ,0
国分寺,コクブンジ,0
国立,クニタチ,0
小金井,コガネイ,0
多摩,タマ,0
青梅,オウメ,1
奥多摩,オクタマ,0
伊勢原,イセハラ,0
平塚,ヒラツカ,0
藤沢,フジサワ,0
茅ヶ崎,チガサキ,0
横須賀,ヨコスカ,0
逗子,ズシ,1
葉山,ハヤマ,0
相模原,サガミハラ,0
小田原,オダワラ,0
厚木,アツギ,0
大船,オオフナ,0
上大岡,カミオオオカ,0
新横浜,シンヨコハマ,0
元町,モトマチ,0
みなとみらい,ミナトミライ,0
関内,カンナイ,1
桜木町,サクラギチョウ,0
川口,カワグチ,0
越谷,コシガヤ,0
草加,ソウカ,1
所沢,トコロザワ,0
入間,イルマ,1
熊谷,クマガヤ,0
秩父,チチブ,1
本川越,ホンカワゴエ,0
新浦安,シンウラヤス,0
市川,イチカワ,0
松戸,マツド,1
流山,ナガレヤマ,0
我孫子,アビコ,0
佐倉,サクラ,0
銚子,チョウシ,1
木更津,キサラヅ,0
館山,タテヤマ,0
宇治,ウジ,1
嵐山,アラシヤマ,0
祇園,ギオン,1
河原町,カワラマチ,0
伏見,フシミ,0
長岡京,ナガオカキョウ,0
宇治山田,ウジヤマダ,0
伊勢,イセ,1
出雲,イズモ,1
松江,マツエ,0
米子,ヨナゴ,0
鳥取砂丘,トットリサキュウ,0
宮島,ミヤジマ,0
厳島,イツクシマ,0
呉市,クレシ,1
尾張,オワリ,0
三河,ミカワ,0
豊田,トヨタ,0
岡崎,オカザキ,0
豊橋,トヨハシ,0
一宮,イチノミヤ,0
犬山,イヌヤマ,0
常滑,トコナメ,0
伊勢湾,イセワン,0
難波,ナンバ,0
梅田,ウメダ,0
天王寺,テンノウジ,3
堺,サカイ,0
吹田,スイタ,1
豊中,トヨナカ,0
守口,モリグチ,0
枚方,ヒラカタ,0
高槻,タカツキ,0
茨木市,イバラキシ,0
西成,ニシナリ,0
天満,テンマ,1
心斎橋,シンサイバシ,3
鶴橋,ツルハシ,0
新世界,シンセカイ,3
中之島,ナカノシマ,0
阪神間,ハンシンカン,0
宝塚,タカラヅカ,0
芦屋,アシヤ,0
三宮,サンノミヤ,0
北野,キタノ,0
元町駅,モトマチエキ,0
福島駅,フクシマエキ,0
郡山市,コオリヤマシ,0
会津若松,アイヅワカマツ,0
白河,シラカワ,0
日光,ニッコウ,3
那須,ナス,1
鬼怒川,キヌガワ,0
草津温泉,クサツオンセン,0
伊香保,イカホ,0
水上,ミナカミ,0
富岡,トミオカ,0
富士山,フジサン,2
富士宮,フジノミヤ,0
清水,シミズ,0
焼津,ヤイヅ,0
掛川,カケガワ,0
磐田,イワタ,0
御殿場,ゴテンバ,0
南アルプス,ミナミアルプス,0
諏訪,スワ,1
白馬,ハクバ,1
飯田,イイダ,0
佐久,サク,1
上田,ウエダ,0
長岡,ナガオカ,0
佐渡,サド,1
糸魚川,イトイガワ,0
妙高,ミョウコウ,0
黒部,クロベ,1
立山,タテヤマ,0
氷見,ヒミ,1
七尾,ナナオ,0
輪島,ワジマ,1
珠洲,スズ,1
永平寺,エイヘイジ,0
敦賀,ツルガ,0
小浜,オバマ,0
甲府,コウフ,1
勝沼,カツヌマ,0
身延,ミノブ,1
飛騨,ヒダ,1
高山,タカヤマ,0
郡上,グジョウ,0
大垣,オオガキ,0
多治見,タジミ,0
四日市,ヨッカイチ,4
伊賀,イガ,1
志摩,シマ,0
尾鷲,オワセ,0
熊野,クマノ,0
長浜,ナガハマ,0
近江八幡,オウミハチマン,0
大津,オオツ,1
比叡山,ヒエイザン,0
紀伊,キイ,1
白浜,シラハマ,0
田辺,タナベ,0
高野山,コウヤサン,0
新宮,シングウ,0
天橋立,アマノハシダテ,0
舞鶴,マイヅル,0
福知山,フクチヤマ,0
宇部,ウベ,1
岩国,イワクニ,0
萩,ハギ,1
防府,ホウフ,1
下松,クダマツ,0
周南,シュウナン,0
高松市,タカマツシ,0
丸亀,マルガメ,0
琴平,コトヒラ,0
鳴門,ナルト,1
阿波,アワ,1
祖谷,イヤ,1
今治,イマバリ,0
新居浜,ニイハマ,0
道後,ドウゴ,1
松山市,マツヤマシ,0
四万十,シマント,0
室戸,ムロト,1
足摺,アシズリ,0
博多,ハカタ,0
天神,テンジン,0
中洲,ナカス,0
門司港,モジコウ,0
大牟田,オオムタ,0
柳川,ヤナガワ,0
太宰府,ダザイフ,0
唐津,カラツ,0
有田,アリタ,0
平戸,ヒラド,0
諫早,イサハヤ,0
雲仙,ウンゼン,0
天草,アマクサ,0
阿蘇,アソ,1
八代,ヤツシロ,0
中津,ナカツ,0
湯布院,ユフイン,0
日田,ヒタ,1
佐伯,サイキ,1
延岡,ノベオカ,0
日南,ニチナン,0
都城,ミヤコノジョウ,0
指宿,イブスキ,0
